"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"076009","Banzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1163,,
"028009","Baone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3078,,
"095010","Baradili","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",80,,
"076010","Baragiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2469,,
"070002","Baranello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2464,,
"063007","Barano d'Ischia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10002,,
"015250","Baranzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11803,,
"012008","Barasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1667,,
"095011","Baratili San Pietro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1210,,
"001021","Barbania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1562,,
"042004","Barbara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1264,,
"056004","Barbarano Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",986,,
"004011","Barbaresco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",607,,
"017011","Barbariga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2323,,
"016019","Barbata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",694,,
"048002","Barberino di Mugello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10968,,
"018008","Barbianello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",883,,
"021007","Barbiano/Barbian","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1745,,
"028010","Barbona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",571,,
"083005","Barcellona Pozzo di Gotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",39817,,
"093006","Barcis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",227,,
"007009","Bard","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",102,,
"034002","Bardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1981,,
"009009","Bardineto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",752,,
"023006","Bardolino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6916,,
"001022","Bardonecchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2978,,
"015012","Bareggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",17161,,
"003012","Barengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",715,,
"095012","Baressa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",553,,
"066008","Barete","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",631,,
"046003","Barga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9462,,
"010003","Bargagli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2522,,
"004012","Barge","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7412,,
"017012","Barghe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1141,,
"016020","Bariano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4235,,
"037003","Baricella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7129,,
"076011","Barile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2569,,
"066009","Barisciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1655,,
"108005","Barlassina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6896,,
"013015","Barni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",588,,
"004013","Barolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",618,,
"001023","Barone Canavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",554,,
"065013","Baronissi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",16894,,
"086004","Barrafranca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11664,,
"066010","Barrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",704,,
"097005","Barzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2362,,
"016021","Barzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2026,,
"097006","Barzanò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5039,,
"097007","Barzio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1265,,
"006012","Basaluzzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2024,,
"018009","Bascapè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1797,,
"055007","Baschi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2555,,
"067005","Basciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2314,,
"022009","Baselga di Pinè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5215,,
"062007","Baselice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2062,,
"015014","Basiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3678,,
"083006","Basicò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",635,,
"015015","Basiglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7931,,
"030009","Basiliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5161,,
"017013","Bassano Bresciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2319,,
"024012","Bassano del Grappa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",42405,,
"056006","Bassano in Teverina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1286,,
"056005","Bassano Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4629,,
"059002","Bassiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1433,,
"006013","Bassignana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1566,,
"004014","Bastia Mondovì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",627,,
"018011","Bastida Pancarana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",943,,
"036001","Bastiglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4237,,
"028011","Battaglia Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3785,,
"004015","Battifollo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",215,,
"065014","Battipaglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",49496,,
"018012","Battuda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",669,,
"095013","Bauladu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",612,,
"103008","Baveno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4604,,
"013022","Beregazzo con Figliaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2824,,
"018014","Bereguardo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2880,,
"006015","Bergamasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",676,,
"029006","Bergantino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2370,,
"009010","Bergeggi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1046,,
"004021","Bergolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",53,,
"017015","Berlingo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2738,,
"077003","Bernalda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11912,,
"108007","Bernareggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11559,,
"015019","Bernate Ticino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2939,,
"004022","Bernezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4244,,
"040003","Bertinoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11089,,
"030010","Bertiolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2344,,
"098002","Bertonico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1063,,
"005009","Berzano di San Pietro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",407,,
"006016","Berzano di Tortona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",159,,
"017016","Berzo Demo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1482,,
"017017","Berzo Inferiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2460,,
"016025","Berzo San Fermo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1397,,
"108008","Besana in Brianza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",15445,,
"012011","Besano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2511,,
"015022","Besate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2059,,
"022013","Besenello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2799,,
"033003","Besenzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",932,,
"012012","Besnate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5467,,
"012013","Besozzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8758,,
"090010","Bessude","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",375,,
"033004","Bettola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2646,,
"054003","Bettona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4256,,
"103011","Beura-Cardezza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1407,,
"054004","Bevagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4743,,
"011003","Beverino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2241,,
"023008","Bevilacqua","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1790,,
"087008","Biancavilla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",22962,,
"078016","Bianchi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1174,,
"080009","Bianco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4241,,
"003018","Biandrate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1338,,
"012014","Biandronno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3175,,
"016026","Bianzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",617,,
"002011","Bianzè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1859,,
"014008","Bianzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1262,,
"108009","Biassono","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12336,,
"035004","Bibbiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10221,,
"051004","Bibbiena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11904,,
"049001","Bibbona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3201,,
"001025","Bibiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3323,,
"071006","Biccari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2628,,
"030011","Bicinicco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1792,,
"095014","Bidonì","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",122,,
"002004","Alice Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2519,,
"017018","Bienno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3756,,
"022015","Bieno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",462,,
"050001","Bientina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8653,,
"013023","Binago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4842,,
"015024","Binasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7087,,
"072008","Binetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2151,,
"096005","Bioglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",913,,
"007010","Bionaz","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",222,,
"017019","Bione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1299,,
"091008","Birori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",490,,
"064011","Bisaccia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3532,,
"082010","Bisacquino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4061,,
"110003","Bisceglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",53536,,
"066011","Bisegna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",214,,
"067007","Bisenti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1678,,
"078017","Bisignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9480,,
"006017","Bistagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1708,,
"012015","Bisuschio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4281,,
"072010","Bitetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11743,,
"072011","Bitonto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",53103,,
"072012","Bitritto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11333,,
"091009","Bitti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2547,,
"084004","Bivona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3120,,
"080010","Bivongi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1166,,
"013024","Bizzarone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1767,,
"022017","Bleggio Superiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1505,,
"016027","Blello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",74,,
"056007","Blera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2892,,
"013025","Blessagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",303,,
"013026","Blevio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1048,,
"082082","Blufi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",859,,
"028012","Boara Pisani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2372,,
"033005","Bobbio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3412,,
"001026","Bobbio Pellice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",536,,
"003019","Boca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1156,,
"078018","Bocchigliero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1050,,
"002014","Boccioleto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",166,,
"022018","Bocenago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",397,,
"012016","Bodio Lomnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2260,,
"098003","Boffalora d'Adda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1744,,
"015026","Boffalora sopra Ticino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4079,,
"010004","Bogliasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4342,,
"103012","Bognanco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",191,,
"003021","Bogogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1309,,
"009011","Boissano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2529,,
"070003","Bojano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7535,,
"011004","Bolano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7457,,
"016028","Bolgare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6680,,
"015027","Bollate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",36323,,
"001027","Bollengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2118,,
"068003","Bolognano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1004,,
"082011","Bolognetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4126,,
"043005","Bolognola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",147,,
"091010","Bolotana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2317,,
"056008","Bolsena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3671,,
"016029","Boltiere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6253,,
"003022","Bolzano Novarese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1140,,
"024013","Bolzano Vicentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6502,,
"056009","Bomarzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1692,,
"069006","Bomba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",708,,
"085002","Bompensiere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",478,,
"082012","Bompietro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1153,,
"036002","Bomporto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10261,,
"095015","Bonarcado","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1533,,
"011005","Bonassola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",782,,
"016030","Bonate Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10466,,
"016031","Bonate Sotto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6612,,
"023009","Bonavigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2022,,
"038003","Bondeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13918,,
"022021","Bondone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",645,,
"062009","Bonea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1373,,
"070004","Bonefro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1195,,
"019006","Bonemerse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1460,,
"078019","Bonifati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2551,,
"064012","Bonito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2216,,
"090011","Bonnanaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",910,,
"090012","Bono","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3293,,
"090013","Bonorva","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3126,,
"004023","Bonvicino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",98,,
"057006","Borbona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",573,,
"025007","Borca di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",822,,
"030012","Bordano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",698,,
"008008","Bordighera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10213,,
"019007","Bordolano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",586,,
"034005","Bore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",632,,
"035005","Boretto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5314,,
"018015","Borgarello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2710,,
"001028","Borgaro Torinese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11719,,
"082013","Borgetto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7148,,
"008009","Borghetto d'Arroscia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",403,,
"006018","Borghetto di Borbera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1916,,
"011006","Borghetto di Vara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",881,,
"098004","Borghetto Lodigiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4361,,
"009012","Borghetto Santo Spirito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4603,,
"040004","Borghi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2884,,
"079011","Borgia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7226,,
"001029","Borgiallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",586,,
"009013","Borgio Verezzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2098,,
"046004","Borgo a Mozzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6677,,
"002015","Borgo d'Ale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2180,,
"016032","Borgo di Terzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1196,,
"041006","Borgo Pace","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",522,,
"018016","Borgo Priolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1253,,
"004025","Borgo San Dalmazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12563,,
"017020","Borgo San Giacomo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5520,,
"098005","Borgo San Giovanni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2466,,
"048004","Borgo San Lorenzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",18276,,
"006020","Borgo San Martino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1351,,
"018018","Borgo San Siro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",958,,
"003025","Borgo Ticino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5167,,
"037007","Borgo Tossignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3187,,
"034006","Borgo Val di Taro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6748,,
"022022","Borgo Valsugana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7067,,
"057008","Borgo Velino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",913,,
"002017","Borgo Vercelli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2232,,
"001030","Borgofranco d'Ivrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3468,,
"003023","Borgolavezzaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1997,,
