"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"001122","Inverso Pinasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",690,,
"015113","Inveruno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8446,,
"003082","Invorio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4277,,
"102017","Ionadi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4581,,
"091033","Irgoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2208,,
"017084","Irma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",129,,
"063037","Ischia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",19600,,
"056031","Ischia di Castro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2096,,
"007037","Issogne","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1290,,
"026035","Istrana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9106,,
"083036","Itala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1479,,
"059010","Itri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10431,,
"090032","Ittireddu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",462,,
"090033","Ittiri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7937,,
"001125","Ivrea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",22427,,
"019054","Izano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1962,,
"079065","Jacurso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",528,,
"070030","Jelsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1590,,
"058048","Jenne","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",320,,
"012085","Jerago con Orago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5164,,
"042021","Jesi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",39301,,
"027019","Jesolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",26937,,
"038010","Jolanda di Savoia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2618,,
"102018","Joppolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1668,,
"084019","Joppolo Giancaxio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1059,,
"007038","Jovençan","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",714,,
"001126","La Cassa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1764,,
"001127","La Loggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8724,,
"007039","La Magdeleine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",99,,
"004105","La Morra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2639,,
"007040","La Salle","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2032,,
"007041","La Thuile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",776,,
"021117","La Valle/Wengen","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1420,,
"025027","La Valle Agordina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1061,,
"058049","Labico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6427,,
"057032","Labro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",354,,
"015115","Lacchiarella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9133,,
"063038","Lacco Ameno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4505,,
"064041","Lacedonia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2032,,
"021037","Laces/Latsch","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5263,,
"095082","Laconi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1645,,
"058116","Ladispoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",40855,,
"090034","Laerru","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",822,,
"080041","Laganadi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",335,,
"024049","Laghi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",127,,
"013119","Laglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",858,,
"004104","Lagnasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1406,,
"078062","Lago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2298,,
"076039","Lagonegro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4989,,
"038011","Lagosanto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4662,,
"021038","Lagundo/Algund","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4984,,
"009033","Laigueglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1698,,
"015116","Lainate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",26327,,
"013120","Laino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",550,,
"078063","Laino Borgo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1692,,
"078064","Laino Castello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",769,,
"021039","Laion/Lajen","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2808,,
"021040","Laives/Leifers","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",18468,,
"050016","Lajatico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1281,,
"016123","Lallio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4144,,
"069045","Lama dei Peligni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1048,,
"036018","Lama Mocogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2640,,
"013121","Lambrugo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2532,,
"079160","Lamezia Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",67246,,
"025026","Lamon","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2605,,
"084020","Lampedusa e Linosa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6522,,
"047005","Lamporecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7401,,
"002067","Lamporo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",483,,
"021041","Lana/Lana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12595,,
"069046","Lanciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",33915,,
"003083","Landiona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",527,,
"018078","Landriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6521,,
"034018","Langhirano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",10889,,
"018079","Langosco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",373,,
"058050","Lanuvio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12892,,
"014036","Lanzada","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1256,,
"001128","Lanzo Torinese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4953,,
"109009","Lapedona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1149,,
"064042","Lapio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1439,,
"078065","Lappano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",868,,
"047006","Larciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6280,,
"018080","Lardirago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1177,,
"058115","Lariano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13176,,
"070031","Larino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6324,,
"021042","Lasa/Laas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4118,,
"082044","Lascari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3706,,
"013123","Lasnigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",457,,
"024050","Lastebasse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",178,,
"048024","Lastra a Signa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",19712,,
"056032","Latera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",763,,
"073009","Laterza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14761,,
"074009","Latiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13461,,
"030046","Latisana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13226,,
"076040","Latronico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4016,,
"078066","Lattarico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3728,,
"030047","Lauco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",649,,
"065060","Laureana Cilento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1241,,
"080042","Laureana di Borrello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4602,,
"021043","Lauregno/Laurein","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",318,,
"076041","Laurenzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1563,,
"076042","Lauria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11771,,
"001129","Lauriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1405,,
"065061","Laurino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1244,,
"065062","Laurito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",698,,
"064043","Lauro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3288,,
"010028","Lavagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12342,,
"023042","Lavagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8643,,
"022102","Lavarone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1200,,
"076043","Lavello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12922,,
"012086","Lavena Ponte Tresa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5686,,
"012087","Laveno-Mombello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8372,,
"017087","Lavenone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",496,,
"065063","Laviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1309,,
"022103","Lavis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9152,,
"023043","Lazise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6893,,
"108025","Lazzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7680,,
"066050","Lecce nei Marsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1531,,
"022229","Ledro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5387,,
"016124","Leffe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4330,,
"023044","Legnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",25651,,
"015118","Legnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",60397,,
"028044","Legnaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9530,,
"091038","Lei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",447,,
"010029","Leivi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2439,,
"001131","Lemie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",158,,
"029029","Lendinara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11470,,
"083037","Leni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",677,,
"017088","Leno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14405,,
"059012","Lenola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4081,,
"002068","Lenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",772,,
"108054","Lentate sul Seveso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",15823,,
"069047","Lentella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",650,,
"089011","Lentini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",21450,,
"086011","Leonforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12191,,
"073010","Leporano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8227,,
"075036","Lequile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8581,,
"004106","Lequio Berria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",435,,
"082045","Lercara Friddi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6115,,
"011016","Lerici","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9346,,
"006088","Lerma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",799,,
"003084","Lesa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2153,,
"091040","Loculi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",489,,
"091041","Lodè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1491,,
"098032","Lodi Vecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7684,,
"091104","Lodine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",300,,
"017090","Lodrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1636,,
"017091","Lograto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3798,,
"037034","Loiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4510,,
"097044","Lomagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5020,,
"013133","Lomazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9969,,
"001135","Lombardore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1714,,
"001136","Lombriasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1078,,
"018083","Lomello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2036,,
"022108","Lona-Lases","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",865,,
"012089","Lonate Ceppino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5081,,
"012090","Lonate Pozzolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",11330,,
"017092","Lonato del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",16974,,
"048025","Londa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1826,,
"094024","Longano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",626,,
"024051","Longare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5480,,
"017093","Longhena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",563,,
"083042","Longi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1290,,
"040018","Longiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7270,,
"078067","Longobardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2886,,
"078068","Longobucco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2548,,
"013134","Longone al Segrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1952,,
"057034","Longone Sabino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",516,,
"024052","Lonigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",15976,,
"001137","Loranzè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1141,,
"028046","Loreggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7711,,
"103038","Loreglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",209,,
"025032","Lorenzago di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",551,,
"029030","Loreo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3199,,
"042022","Loreto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",12978,,
"068021","Loreto Aprutino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",7050,,
"026036","Loria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9300,,
"043022","Loro Piceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2133,,
"010030","Lorsica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",394,,
"017094","Losine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",626,,
"016128","Lovere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5006,,
"014038","Lovero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",617,,
"017095","Lozio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",356,,
"012091","Lozza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1186,,
"025033","Lozzo di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1247,,
"002072","Lozzolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",762,,
"056033","Lubriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",854,,
"071028","Lucera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",30723,,
"051021","Lucignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3416,,
"008033","Lucinasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",308,,
"070033","Lucito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",632,,
"066052","Lucoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",824,,
"033026","Lugagnano Val d'Arda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3928,,
"055016","Lugnano in Teverina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1404,,
"024053","Lugo di Vicenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3540,,
"012092","Luino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",14176,,
"013135","Luisago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2769,,
"091043","Lula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1242,,
"017096","Lumezzane","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",21556,,
"041022","Lunano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1427,,
"078069","Lungro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2133,,
"004114","Magliano Alpi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2161,,
"066053","Magliano de' Marsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3466,,
"109010","Magliano di Tenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1418,,
"053013","Magliano in Toscana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3272,,
"058052","Magliano Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1375,,
"057035","Magliano Sabina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3459,,
"065065","Magliano Vetere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",563,,
"075039","Maglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",13367,,
"009035","Magliolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",968,,
"001143","Maglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",423,,
"020029","Magnacavallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1384,,
"015131","Magnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9518,,
"096030","Magnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",344,,
"030052","Magnano in Riviera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2245,,
"095083","Magomadas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",604,,
"021045","Magrè sulla strada del vino/Margreid an der Weinstraße","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1336,,
"013139","Magreglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",687,,
"079069","Maida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4493,,
"078071","Maierà","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1123,,
"102020","Maierato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2126,,
"042023","Maiolati Spontini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5982,,
"099022","Maiolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",799,,
"065066","Maiori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5311,,
"098034","Mairago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1375,,
"017099","Mairano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3477,,
"011018","Maissana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",589,,
"030053","Majano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",5741,,
"019056","Malagnino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1756,,
"037035","Malalbergo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",9208,,
"030054","Malborghetto Valbruna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",895,,
"023045","Malcesine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3590,,
"022110","Malé","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",2260,,
"017100","Malegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1926,,
"098035","Maleo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3034,,
"083043","Malfa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1004,,
"097045","Malgrate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",4172,,
"091017","Dorgali","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",8320,,
"016092","Dossena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",882,,
"007024","Doues","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",505,,
"040011","Dovadola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",1560,,
"019041","Dovera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",3750,,
"037025","Dozza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2024","2024",6544,,
